,Triton  / %,DMSO /%,Arginine / mM,Glucose / mM,KPi / mM,KCl / mM,NaCl / mM,NH4 / mM,BSA /mg/ml,Date,Time,Signal to Noise
303,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7999999999999996
304,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.5588235294117645
305,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6842105263157894
306,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6470588235294124
307,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6481481481481481
308,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6363636363636362
309,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7592592592592595
310,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.5070422535211274
311,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.6724137931034482
312,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7115384615384615
313,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.730769230769231
314,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7551020408163271
315,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7826086956521734
316,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.8333333333333333
317,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.8124999999999998
318,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7346938775510201
319,0.01,0,0,150,150,150,0,0,0.1,09/11/2019,16:28:54,1.7999999999999996
320,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.6250000000000002
321,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.5762711864406778
322,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.6481481481481481
323,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.6792452830188682
324,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7551020408163271
325,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.72
326,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.72
327,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7346938775510201
328,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7234042553191486
329,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.8409090909090908
330,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.8095238095238098
331,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.75
332,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7659574468085106
333,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7346938775510208
334,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.8139534883720925
335,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7555555555555553
336,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.6250000000000002
337,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.5762711864406778
338,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.6481481481481481
339,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.6792452830188682
340,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7551020408163271
341,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.72
342,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.72
343,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7346938775510201
344,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7234042553191486
345,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.8409090909090908
346,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.8095238095238098
347,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.75
348,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7659574468085106
349,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7346938775510208
350,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.8139534883720925
351,0.01,0,150,0,0,150,0,150,0.1,09/11/2019,16:28:54,1.7555555555555553
352,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5208333333333333
353,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.6222222222222216
354,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5909090909090908
355,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.627906976744186
356,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.7567567567567568
357,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.6829268292682926
358,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.783783783783784
359,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.6363636363636367
360,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.852941176470588
361,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.8055555555555554
362,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.7999999999999998
363,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.7222222222222223
364,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.9666666666666668
365,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5813953488372094
366,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5952380952380956
367,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.702702702702703
368,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5208333333333333
369,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.6222222222222216
370,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5909090909090908
371,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.627906976744186
372,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.7567567567567568
373,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.6829268292682926
374,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.783783783783784
375,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.6363636363636367
376,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.852941176470588
377,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.8055555555555554
378,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.7999999999999998
379,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.7222222222222223
380,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.9666666666666668
381,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5813953488372094
382,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.5952380952380956
383,0.01,0,150,150,0,0,150,0,0.0,09/11/2019,16:28:54,1.702702702702703
384,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.6909090909090907
385,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7037037037037035
386,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7755102040816322
387,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.6862745098039216
388,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7647058823529411
389,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7916666666666667
390,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7959183673469383
391,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7169811320754718
392,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.8085106382978724
393,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.770833333333333
394,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.9736842105263162
395,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,2.0000000000000004
396,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7916666666666665
397,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.8478260869565215
398,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7000000000000002
399,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.8085106382978722
400,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.6909090909090907
401,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7037037037037035
402,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7755102040816322
403,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.6862745098039216
404,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7647058823529411
405,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7916666666666667
406,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7959183673469383
407,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7169811320754718
408,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.8085106382978724
409,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.770833333333333
410,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.9736842105263162
411,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,2.0000000000000004
412,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7916666666666665
413,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.8478260869565215
414,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.7000000000000002
415,0.01,4,0,0,0,150,150,0,0.1,09/11/2019,16:28:54,1.8085106382978722
416,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.3970588235294117
417,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.4098360655737703
418,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.4912280701754383
419,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5000000000000002
420,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5263157894736843
421,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5800000000000003
422,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5438596491228072
423,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6888888888888887
424,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6
425,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5800000000000003
426,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.7073170731707317
427,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6829268292682926
428,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6382978723404251
429,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5769230769230773
430,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5799999999999998
431,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6511627906976747
432,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.3970588235294117
433,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.4098360655737703
434,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.4912280701754383
435,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5000000000000002
436,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5263157894736843
437,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5800000000000003
438,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5438596491228072
439,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6888888888888887
440,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6
441,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5800000000000003
442,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.7073170731707317
443,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6829268292682926
444,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6382978723404251
445,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5769230769230773
446,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.5799999999999998
447,0.01,4,0,150,0,0,0,150,0.0,09/11/2019,16:28:54,1.6511627906976747
448,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.5370370370370368
449,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.568627450980392
450,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.5294117647058827
451,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6304347826086953
452,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6666666666666663
453,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6170212765957448
454,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6170212765957444
455,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6304347826086956
456,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6444444444444444
457,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7142857142857144
458,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7000000000000004
459,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7000000000000004
460,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7142857142857146
461,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.75
462,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6666666666666667
463,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.736842105263158
464,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.5370370370370368
465,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.568627450980392
466,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.5294117647058827
467,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6304347826086953
468,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6666666666666663
469,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6170212765957448
470,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6170212765957444
471,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6304347826086956
472,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6444444444444444
473,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7142857142857144
474,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7000000000000004
475,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7000000000000004
476,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.7142857142857146
477,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.75
478,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.6666666666666667
479,0.01,4,150,0,150,0,0,0,0.0,09/11/2019,16:28:54,1.736842105263158
480,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.547169811320755
481,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.568627450980392
482,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.5833333333333333
483,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.5400000000000003
484,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.5384615384615385
485,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.627906976744186
486,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6666666666666663
487,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6590909090909092
488,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6904761904761905
489,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6511627906976745
490,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.7999999999999998
491,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.7500000000000002
492,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6666666666666667
493,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6363636363636362
494,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.690476190476191
495,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6279069767441863
496,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.547169811320755
497,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.568627450980392
498,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.5833333333333333
499,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.5400000000000003
500,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.5384615384615385
501,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.627906976744186
502,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6666666666666663
503,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6590909090909092
504,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6904761904761905
505,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6511627906976745
506,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.7999999999999998
507,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.7500000000000002
508,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6666666666666667
509,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6363636363636362
510,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.690476190476191
511,0.01,4,150,150,150,150,150,150,0.1,09/11/2019,16:28:54,1.6279069767441863
512,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1152073732718895
513,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1764705882352944
514,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0546075085324234
515,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.068100358422939
516,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0076142131979695
517,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0620915032679736
518,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1458333333333335
519,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0808823529411766
520,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1845238095238093
521,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1396648044692737
522,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0925110132158589
523,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.3090909090909089
524,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,0.8421052631578946
525,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,0.818181818181818
526,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1666666666666667
527,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1182266009852218
528,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1152073732718895
529,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1764705882352944
530,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0546075085324234
531,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.068100358422939
532,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0076142131979695
533,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0620915032679736
534,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1458333333333335
535,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0808823529411766
536,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1845238095238093
537,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1396648044692737
538,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.0925110132158589
539,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.3090909090909089
540,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,0.8421052631578946
541,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,0.818181818181818
542,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1666666666666667
543,0.0,0,0,0,0,0,0,0,0.1,09/11/2019,17:05:36,1.1182266009852218
544,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.4482758620689653
545,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.5094339622641508
546,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.1401869158878506
547,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.211764705882353
548,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.008196721311475
549,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,0.9791666666666666
550,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3676470588235292
551,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3823529411764706
552,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.2499999999999998
553,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3066666666666664
554,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.0465116279069768
555,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.119047619047619
556,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,0.992565055762082
557,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.0125000000000002
558,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.287878787878788
559,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3188405797101448
560,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.4482758620689653
561,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.5094339622641508
562,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.1401869158878506
563,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.211764705882353
564,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.008196721311475
565,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,0.9791666666666666
566,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3676470588235292
567,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3823529411764706
568,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.2499999999999998
569,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3066666666666664
570,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.0465116279069768
571,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.119047619047619
572,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,0.992565055762082
573,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.0125000000000002
574,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.287878787878788
575,0.0,0,0,150,0,150,150,150,0.0,09/11/2019,17:05:36,1.3188405797101448
576,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.5434782608695652
577,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.6341463414634148
578,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.362068965517241
579,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.029585798816568
580,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.2435897435897434
581,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.0167597765363128
582,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.553191489361702
583,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.3606557377049182
584,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.4310344827586206
585,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.1621621621621623
586,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.1797752808988762
587,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.42
588,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.0044247787610618
589,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.1065573770491803
590,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.6944444444444446
591,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.4081632653061222
592,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.5434782608695652
593,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.6341463414634148
594,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.362068965517241
595,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.029585798816568
596,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.2435897435897434
597,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.0167597765363128
598,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.553191489361702
599,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.3606557377049182
600,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.4310344827586206
601,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.1621621621621623
602,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.1797752808988762
603,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.42
604,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.0044247787610618
605,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.1065573770491803
606,0.0,0,150,0,150,150,150,0,0.0,09/11/2019,17:05:36,1.6944444444444446
